datetime,value
2017-01-02 06:15:00,874278
2017-01-02 06:30:00,946648
2017-01-02 06:45:00,925746
2017-01-02 07:00:00,889723
2017-01-02 07:15:00,895367
2017-01-02 07:30:00,889427
2017-01-02 07:45:00,925883
2017-01-02 08:00:00,942092
2017-01-02 08:15:00,940091
2017-01-02 08:30:00,879562
2017-01-02 08:45:00,913663
2017-01-02 09:00:00,895277
2017-01-02 09:15:00,862838
2017-01-02 09:30:00,905423
2017-01-02 09:45:00,863929
2017-01-02 10:00:00,938100
2017-01-02 10:15:00,914119
2017-01-02 10:30:00,896640
2017-01-02 10:45:00,899853
2017-01-02 11:00:00,948477
2017-01-02 11:15:00,857548
2017-01-02 11:30:00,899907
2017-01-02 11:45:00,908766
2017-01-02 12:00:00,872414
2017-01-02 12:15:00,908568
2017-01-02 12:30:00,877496
2017-01-02 12:45:00,856062
2017-01-02 13:00:00,894968
2017-01-02 13:15:00,874808
2017-01-02 13:30:00,949222
2017-01-02 13:45:00,925066
2017-01-02 14:00:00,916956
2017-01-02 14:15:00,875897
2017-01-02 14:30:00,864922
2017-01-02 14:45:00,879152
2017-01-02 15:00:00,895577
2017-01-02 15:15:00,890415
2017-01-02 15:30:00,866695
2017-01-02 15:45:00,937856
2017-01-02 16:00:00,940269
2017-01-02 16:15:00,941593
2017-01-02 16:30:00,902286
2017-01-02 16:45:00,923126
2017-01-02 17:00:00,888220
2017-01-02 17:15:00,856108
2017-01-02 17:30:00,889014
2017-01-02 17:45:00,898138
2017-01-02 18:00:00,876740
2017-01-02 18:15:00,869499
2017-01-02 18:30:00,915334
2017-01-02 18:45:00,902053
2017-01-02 19:00:00,865151
2017-01-02 19:15:00,854348
2017-01-02 19:30:00,944183
2017-01-02 19:45:00,860410
2017-01-02 20:00:00,940969
2017-01-02 20:15:00,919865
2017-01-02 20:30:00,900999
2017-01-02 20:45:00,925564
2017-01-02 21:00:00,857610
2017-01-02 21:15:00,870863
2017-01-02 21:30:00,905922
2017-01-02 21:45:00,917495
2017-01-02 22:00:00,919021
2017-01-02 22:15:00,945302
2017-01-02 22:30:00,886298
2017-01-02 22:45:00,890460
2017-01-02 23:00:00,905374
2017-01-02 23:15:00,917648
2017-01-02 23:30:00,928161
2017-01-02 23:45:00,903660
2017-01-03 00:00:00,893851
2017-01-03 00:15:00,912437
2017-01-03 00:30:00,862889
2017-01-03 00:45:00,938888
2017-01-03 01:00:00,948081
2017-01-03 01:15:00,878313
2017-01-03 01:30:00,872882
2017-01-03 01:45:00,949540
2017-01-03 02:00:00,906065
2017-01-03 02:15:00,913413
2017-01-03 02:30:00,914248
2017-01-03 02:45:00,940138
2017-01-03 03:00:00,895133
2017-01-03 03:15:00,855598
2017-01-03 03:30:00,864435
2017-01-03 03:45:00,894897
2017-01-03 04:00:00,922214
2017-01-03 04:15:00,939842
2017-01-03 04:30:00,921425
2017-01-03 04:45:00,925793
2017-01-03 05:00:00,861227
2017-01-03 05:15:00,927112
2017-01-03 05:30:00,920481
2017-01-03 05:45:00,939395
2017-01-03 06:00:00,925765
2017-01-03 06:15:00,862316
2017-01-03 06:30:00,887216
2017-01-03 06:45:00,893709
2017-01-03 07:00:00,943081
2017-01-03 07:15:00,892542
2017-01-03 07:30:00,891105
2017-01-03 07:45:00,937775
2017-01-03 08:00:00,871327
2017-01-03 08:15:00,942029
2017-01-03 08:30:00,928080
2017-01-03 08:45:00,881554
2017-01-03 09:00:00,882509
2017-01-03 09:15:00,910844
2017-01-03 09:30:00,930764
2017-01-03 09:45:00,929300
2017-01-03 10:00:00,913964
2017-01-03 10:15:00,867654
2017-01-03 10:30:00,947935
2017-01-03 10:45:00,900970
2017-01-03 11:00:00,942567
2017-01-03 11:15:00,922306
2017-01-03 11:30:00,860661
2017-01-03 11:45:00,912283
2017-01-03 12:00:00,932873
2017-01-03 12:15:00,859961
2017-01-03 12:30:00,901740
2017-01-03 12:45:00,872909
2017-01-03 13:00:00,892151
2017-01-03 13:15:00,934814
2017-01-03 13:30:00,859785
2017-01-03 13:45:00,888360
2017-01-03 14:00:00,898684
2017-01-03 14:15:00,868851
2017-01-03 14:30:00,924190
2017-01-03 14:45:00,869194
2017-01-03 15:00:00,928836
2017-01-03 15:15:00,944356
2017-01-03 15:30:00,901629
2017-01-03 15:45:00,886359
2017-01-03 16:00:00,925954
2017-01-03 16:15:00,899321
2017-01-03 16:30:00,931874
2017-01-03 16:45:00,948976
2017-01-03 17:00:00,861983
2017-01-03 17:15:00,876945
2017-01-03 17:30:00,883205
2017-01-03 17:45:00,900852
2017-01-03 18:00:00,925721
2017-01-03 18:15:00,925672
2017-01-03 18:30:00,924544
2017-01-03 18:45:00,859640
2017-01-03 19:00:00,872130
2017-01-03 19:15:00,856333
2017-01-03 19:30:00,878045
2017-01-03 19:45:00,940408
2017-01-03 20:00:00,883464
2017-01-03 20:15:00,858367
2017-01-03 20:30:00,870814
2017-01-03 20:45:00,910284
2017-01-03 21:00:00,895669
2017-01-03 21:15:00,878383
2017-01-03 21:30:00,863783
2017-01-03 21:45:00,908218
2017-01-03 22:00:00,854322
2017-01-03 22:15:00,858218
2017-01-03 22:30:00,915685
2017-01-03 22:45:00,918363
2017-01-03 23:00:00,933161
2017-01-03 23:15:00,921559
2017-01-03 23:30:00,871013
2017-01-03 23:45:00,894726
2017-01-04 00:00:00,949647
2017-01-04 00:15:00,920400
2017-01-04 00:30:00,857463
2017-01-04 00:45:00,856161
2017-01-04 01:00:00,907227
2017-01-04 01:15:00,909143
2017-01-04 01:30:00,872859
2017-01-04 01:45:00,868329
2017-01-04 02:00:00,935886
2017-01-04 02:15:00,861934
2017-01-04 02:30:00,912926
2017-01-04 02:45:00,927071
2017-01-04 03:00:00,922610
2017-01-04 03:15:00,864136
2017-01-04 03:30:00,896631
2017-01-04 03:45:00,927558
2017-01-04 04:00:00,877088
2017-01-04 04:15:00,923336
2017-01-04 04:30:00,900016
2017-01-04 04:45:00,868831
2017-01-04 05:00:00,872464
2017-01-04 05:15:00,887099
2017-01-04 05:30:00,861577
2017-01-04 05:45:00,873393
2017-01-04 06:00:00,865974
2017-01-04 06:15:00,882284
2017-01-04 06:30:00,942251
2017-01-04 06:45:00,882593
2017-01-04 07:00:00,936846
2017-01-04 07:15:00,910835
2017-01-04 07:30:00,930493
2017-01-04 07:45:00,889211
2017-01-04 08:00:00,887674
2017-01-04 08:15:00,904290
2017-01-04 08:30:00,915979
2017-01-04 08:45:00,948066
2017-01-04 09:00:00,870680
2017-01-04 09:15:00,943070
2017-01-04 09:30:00,904309
2017-01-04 09:45:00,886563
2017-01-04 10:00:00,926717
2017-01-04 10:15:00,948911
2017-01-04 10:30:00,921519
2017-01-04 10:45:00,861553
2017-01-04 11:00:00,909952
2017-01-04 11:15:00,928157
2017-01-04 11:30:00,928660
2017-01-04 11:45:00,928122
2017-01-04 12:00:00,905304
2017-01-04 12:15:00,882940
2017-01-04 12:30:00,876343
2017-01-04 12:45:00,871185
2017-01-04 13:00:00,866453
2017-01-04 13:15:00,902581
2017-01-04 13:30:00,931249
2017-01-04 13:45:00,920253
2017-01-04 14:00:00,905797
2017-01-04 14:15:00,922312
2017-01-04 14:30:00,931641
2017-01-04 14:45:00,895152
2017-01-04 15:00:00,943335
2017-01-04 15:15:00,892238
2017-01-04 15:30:00,861694
2017-01-04 15:45:00,932377
2017-01-04 16:00:00,855033
2017-01-04 16:15:00,925574
2017-01-04 16:30:00,855694
2017-01-04 16:45:00,896520
2017-01-04 17:00:00,937726
2017-01-04 17:15:00,863852
2017-01-04 17:30:00,948595
2017-01-04 17:45:00,899685
2017-01-04 18:00:00,859904
2017-01-04 18:15:00,873131
2017-01-04 18:30:00,891418
2017-01-04 18:45:00,870523
2017-01-04 19:00:00,850079
2017-01-04 19:15:00,850407
2017-01-04 19:30:00,893001
2017-01-04 19:45:00,927327
2017-01-04 20:00:00,911923
2017-01-04 20:15:00,916424
2017-01-04 20:30:00,885107
2017-01-04 20:45:00,853197
2017-01-04 21:00:00,892882
2017-01-04 21:15:00,915423
2017-01-04 21:30:00,949200
2017-01-04 21:45:00,896939
2017-01-04 22:00:00,920085
2017-01-04 22:15:00,885194
2017-01-04 22:30:00,892277
2017-01-04 22:45:00,868614
2017-01-04 23:00:00,862897
2017-01-04 23:15:00,908119
2017-01-04 23:30:00,877380
2017-01-04 23:45:00,868855
2017-01-05 00:00:00,854175
2017-01-05 00:15:00,922269
2017-01-05 00:30:00,947182
2017-01-05 00:45:00,896817
2017-01-05 01:00:00,885126
2017-01-05 01:15:00,888936
2017-01-05 01:30:00,906826
2017-01-05 01:45:00,900661
2017-01-05 02:00:00,915758
2017-01-05 02:15:00,901689
2017-01-05 02:30:00,906371
2017-01-05 02:45:00,923840
2017-01-05 03:00:00,906201
2017-01-05 03:15:00,878291
2017-01-05 03:30:00,901500
2017-01-05 03:45:00,854716
2017-01-05 04:00:00,927934
2017-01-05 04:15:00,868451
2017-01-05 04:30:00,907698
2017-01-05 04:45:00,857741
2017-01-05 05:00:00,934411
2017-01-05 05:15:00,911845
2017-01-05 05:30:00,863308
2017-01-05 05:45:00,920422
2017-01-05 06:00:00,949475
2017-01-05 06:15:00,923292
2017-01-05 06:30:00,871232
2017-01-05 06:45:00,949461
2017-01-05 07:00:00,869223
2017-01-05 07:15:00,905921
2017-01-05 07:30:00,876919
2017-01-05 07:45:00,883013
2017-01-05 08:00:00,867304
2017-01-05 08:15:00,947079
2017-01-05 08:30:00,905945
2017-01-05 08:45:00,858817
2017-01-05 09:00:00,858953
2017-01-05 09:15:00,876219
2017-01-05 09:30:00,927617
2017-01-05 09:45:00,867776
2017-01-05 10:00:00,878515
2017-01-05 10:15:00,919784
2017-01-05 10:30:00,866778
2017-01-05 10:45:00,877051
2017-01-05 11:00:00,929364
2017-01-05 11:15:00,883731
2017-01-05 11:30:00,902266
2017-01-05 11:45:00,892640
2017-01-05 12:00:00,914955
2017-01-05 12:15:00,923778
2017-01-05 12:30:00,920360
2017-01-05 12:45:00,870085
2017-01-05 13:00:00,895488
2017-01-05 13:15:00,947007
2017-01-05 13:30:00,927987
2017-01-05 13:45:00,931018
2017-01-05 14:00:00,906498
2017-01-05 14:15:00,899765
2017-01-05 14:30:00,904565
2017-01-05 14:45:00,939446
2017-01-05 15:00:00,867184
2017-01-05 15:15:00,866185
2017-01-05 15:30:00,852954
2017-01-05 15:45:00,893457
2017-01-05 16:00:00,867250
2017-01-05 16:15:00,890317
2017-01-05 16:30:00,915502
2017-01-05 16:45:00,905578
2017-01-05 17:00:00,943300
2017-01-05 17:15:00,905167
2017-01-05 17:30:00,902818
2017-01-05 17:45:00,901413
2017-01-05 18:00:00,901915
2017-01-05 18:15:00,910053
2017-01-05 18:30:00,895277
2017-01-05 18:45:00,877367
2017-01-05 19:00:00,929454
2017-01-05 19:15:00,901561
2017-01-05 19:30:00,903132
2017-01-05 19:45:00,895043
2017-01-05 20:00:00,943028
2017-01-05 20:15:00,920902
2017-01-05 20:30:00,949563
2017-01-05 20:45:00,920349
2017-01-05 21:00:00,914024
2017-01-05 21:15:00,938954
2017-01-05 21:30:00,854638
2017-01-05 21:45:00,860778
2017-01-05 22:00:00,871326
2017-01-05 22:15:00,898754
2017-01-05 22:30:00,925123
2017-01-05 22:45:00,860697
2017-01-05 23:00:00,875109
2017-01-05 23:15:00,934174
2017-01-05 23:30:00,891932
2017-01-05 23:45:00,916667
2017-01-06 00:00:00,897436
2017-01-06 00:15:00,943027
2017-01-06 00:30:00,877667
2017-01-06 00:45:00,914131
2017-01-06 01:00:00,935362
2017-01-06 01:15:00,877563
2017-01-06 01:30:00,884595
2017-01-06 01:45:00,899690
2017-01-06 02:00:00,864875
2017-01-06 02:15:00,916504
2017-01-06 02:30:00,931091
2017-01-06 02:45:00,884947
2017-01-06 03:00:00,857836
2017-01-06 03:15:00,879112
2017-01-06 03:30:00,879809
2017-01-06 03:45:00,866891
2017-01-06 04:00:00,882265
2017-01-06 04:15:00,880435
2017-01-06 04:30:00,882341
2017-01-06 04:45:00,854989
2017-01-06 05:00:00,850845
2017-01-06 05:15:00,852067
2017-01-06 05:30:00,861372
2017-01-06 05:45:00,885984
2017-01-06 06:00:00,869754
2017-01-06 06:15:00,933764
2017-01-06 06:30:00,866514
2017-01-06 06:45:00,897088
2017-01-06 07:00:00,937281
2017-01-06 07:15:00,881276
2017-01-06 07:30:00,850417
2017-01-06 07:45:00,920306
2017-01-06 08:00:00,870005
2017-01-06 08:15:00,884620
2017-01-06 08:30:00,946538
2017-01-06 08:45:00,877823
2017-01-06 09:00:00,892277
2017-01-06 09:15:00,924464
2017-01-06 09:30:00,878020
2017-01-06 09:45:00,920918
2017-01-06 10:00:00,898731
2017-01-06 10:15:00,850943
2017-01-06 10:30:00,871650
2017-01-06 10:45:00,857257
2017-01-06 11:00:00,940208
2017-01-06 11:15:00,898590
2017-01-06 11:30:00,909649
2017-01-06 11:45:00,878884
2017-01-06 12:00:00,946754
2017-01-06 12:15:00,894265
2017-01-06 12:30:00,921009
2017-01-06 12:45:00,888681
2017-01-06 13:00:00,868344
2017-01-06 13:15:00,869987
2017-01-06 13:30:00,880090
2017-01-06 13:45:00,871073
2017-01-06 14:00:00,910788
2017-01-06 14:15:00,889951
2017-01-06 14:30:00,867116
2017-01-06 14:45:00,895918
2017-01-06 15:00:00,875929
2017-01-06 15:15:00,921389
2017-01-06 15:30:00,922156
2017-01-06 15:45:00,945861
2017-01-06 16:00:00,931088
2017-01-06 16:15:00,899254
2017-01-06 16:30:00,948884
2017-01-06 16:45:00,885476
2017-01-06 17:00:00,939372
2017-01-06 17:15:00,868603
2017-01-06 17:30:00,874375
2017-01-06 17:45:00,938982
2017-01-06 18:00:00,865635
2017-01-06 18:15:00,938892
2017-01-06 18:30:00,930713
2017-01-06 18:45:00,916961
2017-01-06 19:00:00,932632
2017-01-06 19:15:00,935614
2017-01-06 19:30:00,887748
2017-01-06 19:45:00,922877
2017-01-06 20:00:00,949530
2017-01-06 20:15:00,890900
2017-01-06 20:30:00,872322
2017-01-06 20:45:00,938726
2017-01-06 21:00:00,905706
2017-01-06 21:15:00,933745
2017-01-06 21:30:00,869385
2017-01-06 21:45:00,899794
2017-01-06 22:00:00,921140
2017-01-06 22:15:00,881327
2017-01-06 22:30:00,883754
2017-01-06 22:45:00,935325
2017-01-06 23:00:00,942907
2017-01-06 23:15:00,917032
2017-01-06 23:30:00,913824
2017-01-06 23:45:00,945431
2017-01-07 00:00:00,872367
2017-01-07 00:15:00,944394
2017-01-07 00:30:00,913417
2017-01-07 00:45:00,864665
2017-01-07 01:00:00,879425
2017-01-07 01:15:00,857626
2017-01-07 01:30:00,908844
2017-01-07 01:45:00,916732
2017-01-07 02:00:00,942199
2017-01-07 02:15:00,876403
2017-01-07 02:30:00,923917
2017-01-07 02:45:00,890475
2017-01-07 03:00:00,913087
2017-01-07 03:15:00,865509
2017-01-07 03:30:00,851521
2017-01-07 03:45:00,894609
2017-01-07 04:00:00,925796
2017-01-07 04:15:00,926815
2017-01-07 04:30:00,914195
2017-01-07 04:45:00,932456
2017-01-07 05:00:00,943288
2017-01-07 05:15:00,928370
2017-01-07 05:30:00,930265
2017-01-07 05:45:00,883418
2017-01-07 06:00:00,945369
2017-01-07 06:15:00,862401
2017-01-07 06:30:00,857866
2017-01-07 06:45:00,919133
2017-01-07 07:00:00,853957
2017-01-07 07:15:00,923025
2017-01-07 07:30:00,935727
2017-01-07 07:45:00,865838
2017-01-07 08:00:00,898946
2017-01-07 08:15:00,899964
2017-01-07 08:30:00,895703
2017-01-07 08:45:00,922376
2017-01-07 09:00:00,884728
2017-01-07 09:15:00,858445
2017-01-07 09:30:00,865437
2017-01-07 09:45:00,899373
2017-01-07 10:00:00,928110
2017-01-07 10:15:00,852334
2017-01-07 10:30:00,888780
2017-01-07 10:45:00,878711
2017-01-07 11:00:00,900200
2017-01-07 11:15:00,930828
2017-01-07 11:30:00,928876
2017-01-07 11:45:00,879122
2017-01-07 12:00:00,943895
2017-01-07 12:15:00,916636
2017-01-07 12:30:00,947314
2017-01-07 12:45:00,864519
2017-01-07 13:00:00,907641
2017-01-07 13:15:00,944690
2017-01-07 13:30:00,916615
2017-01-07 13:45:00,889274
2017-01-07 14:00:00,893241
2017-01-07 14:15:00,927860
2017-01-07 14:30:00,881426
2017-01-07 14:45:00,925121
2017-01-07 15:00:00,856542
2017-01-07 15:15:00,947555
2017-01-07 15:30:00,874444
2017-01-07 15:45:00,889128
2017-01-07 16:00:00,927777
2017-01-07 16:15:00,867302
2017-01-07 16:30:00,871034
2017-01-07 16:45:00,905236
2017-01-07 17:00:00,893895
2017-01-07 17:15:00,932579
2017-01-07 17:30:00,854269
2017-01-07 17:45:00,919627
2017-01-07 18:00:00,898998
2017-01-07 18:15:00,884485
2017-01-07 18:30:00,924685
2017-01-07 18:45:00,892272
2017-01-07 19:00:00,941649
2017-01-07 19:15:00,857388
2017-01-07 19:30:00,874028
2017-01-07 19:45:00,942629
2017-01-07 20:00:00,929760
2017-01-07 20:15:00,916276
2017-01-07 20:30:00,865699
2017-01-07 20:45:00,923780
2017-01-07 21:00:00,906909
2017-01-07 21:15:00,926110
2017-01-07 21:30:00,856647
2017-01-07 21:45:00,908525
2017-01-07 22:00:00,874556
2017-01-07 22:15:00,939751
2017-01-07 22:30:00,907879
2017-01-07 22:45:00,887894
2017-01-07 23:00:00,946673
2017-01-07 23:15:00,859485
2017-01-07 23:30:00,911588
2017-01-07 23:45:00,913977
2017-01-08 00:00:00,857243
2017-01-08 00:15:00,932864
2017-01-08 00:30:00,882438
2017-01-08 00:45:00,904547
2017-01-08 01:00:00,914529
2017-01-08 01:15:00,859766
2017-01-08 01:30:00,880115
2017-01-08 01:45:00,937644
2017-01-08 02:00:00,949806
2017-01-08 02:15:00,909923
2017-01-08 02:30:00,853250
2017-01-08 02:45:00,948098
2017-01-08 03:00:00,865265
2017-01-08 03:15:00,864337
2017-01-08 03:30:00,932263
2017-01-08 03:45:00,864211
2017-01-08 04:00:00,937244
2017-01-08 04:15:00,875454
2017-01-08 04:30:00,940044
2017-01-08 04:45:00,901483
2017-01-08 05:00:00,899523
2017-01-08 05:15:00,943955
2017-01-08 05:30:00,891070
2017-01-08 05:45:00,854456
2017-01-08 06:00:00,936680
2017-01-08 06:15:00,870887
2017-01-08 06:30:00,940122
2017-01-08 06:45:00,946952
2017-01-08 07:00:00,920289
2017-01-08 07:15:00,923610
2017-01-08 07:30:00,898738
2017-01-08 07:45:00,859453
2017-01-08 08:00:00,866982
2017-01-08 08:15:00,928177
2017-01-08 08:30:00,904471
2017-01-08 08:45:00,884677
2017-01-08 09:00:00,909296
2017-01-08 09:15:00,918490
2017-01-08 09:30:00,900847
2017-01-08 09:45:00,894605
2017-01-08 10:00:00,941502
2017-01-08 10:15:00,901740
2017-01-08 10:30:00,857469
2017-01-08 10:45:00,868521
2017-01-08 11:00:00,945494
2017-01-08 11:15:00,855947
2017-01-08 11:30:00,948828
2017-01-08 11:45:00,914527
2017-01-08 12:00:00,943897
2017-01-08 12:15:00,940896
2017-01-08 12:30:00,886853
2017-01-08 12:45:00,921247
2017-01-08 13:00:00,877754
2017-01-08 13:15:00,885609
2017-01-08 13:30:00,943652
2017-01-08 13:45:00,928229
2017-01-08 14:00:00,917890
2017-01-08 14:15:00,859074
2017-01-08 14:30:00,920243
2017-01-08 14:45:00,883961
2017-01-08 15:00:00,911051
2017-01-08 15:15:00,944737
2017-01-08 15:30:00,906712
2017-01-08 15:45:00,911552
2017-01-08 16:00:00,860537
2017-01-08 16:15:00,855662
2017-01-08 16:30:00,850827
2017-01-08 16:45:00,896545
2017-01-08 17:00:00,924717
2017-01-08 17:15:00,894695
2017-01-08 17:30:00,906498
2017-01-08 17:45:00,869631
2017-01-08 18:00:00,923532
2017-01-08 18:15:00,930321
2017-01-08 18:30:00,949679
2017-01-08 18:45:00,923895
2017-01-08 19:00:00,866103
2017-01-08 19:15:00,937947
2017-01-08 19:30:00,872090
2017-01-08 19:45:00,927527
2017-01-08 20:00:00,932551
2017-01-08 20:15:00,921002
2017-01-08 20:30:00,856815
2017-01-08 20:45:00,866404
2017-01-08 21:00:00,897924
2017-01-08 21:15:00,895468
2017-01-08 21:30:00,918554
2017-01-08 21:45:00,917578
2017-01-08 22:00:00,894032
2017-01-08 22:15:00,915654
2017-01-08 22:30:00,889027
2017-01-08 22:45:00,879551
2017-01-08 23:00:00,890508
2017-01-08 23:15:00,875368
2017-01-08 23:30:00,894582
2017-01-08 23:45:00,893411
2017-01-09 00:00:00,865482
2017-01-09 00:15:00,920394
2017-01-09 00:30:00,915518
2017-01-09 00:45:00,889427
2017-01-09 01:00:00,942379
2017-01-09 01:15:00,912913
2017-01-09 01:30:00,899275
2017-01-09 01:45:00,880581
2017-01-09 02:00:00,874757
2017-01-09 02:15:00,888233
2017-01-09 02:30:00,916220
2017-01-09 02:45:00,939105
2017-01-09 03:00:00,915773
2017-01-09 03:15:00,910595
2017-01-09 03:30:00,855327
2017-01-09 03:45:00,861916
2017-01-09 04:00:00,852968
2017-01-09 04:15:00,909917
2017-01-09 04:30:00,861247
2017-01-09 04:45:00,853066
2017-01-09 05:00:00,922935
2017-01-09 05:15:00,941861
2017-01-09 05:30:00,924085
2017-01-09 05:45:00,937525
2017-01-09 06:00:00,864965
2017-01-09 06:15:00,868189
2017-01-09 06:30:00,898859
2017-01-09 06:45:00,895205
2017-01-09 07:00:00,858784
2017-01-09 07:15:00,894678
2017-01-09 07:30:00,873688
2017-01-09 07:45:00,905533
2017-01-09 08:00:00,921029
2017-01-09 08:15:00,937956
2017-01-09 08:30:00,936098
2017-01-09 08:45:00,948484
2017-01-09 09:00:00,909408
2017-01-09 09:15:00,870329
2017-01-09 09:30:00,912252
2017-01-09 09:45:00,872089
2017-01-09 10:00:00,902574
2017-01-09 10:15:00,857083
2017-01-09 10:30:00,863112
2017-01-09 10:45:00,870315
2017-01-09 11:00:00,876261
2017-01-09 11:15:00,890988
2017-01-09 11:30:00,940925
2017-01-09 11:45:00,877962
2017-01-09 12:00:00,892171
2017-01-09 12:15:00,925071
2017-01-09 12:30:00,930885
2017-01-09 12:45:00,897809
2017-01-09 13:00:00,910654
2017-01-09 13:15:00,905279
2017-01-09 13:30:00,905068
2017-01-09 13:45:00,861629
2017-01-09 14:00:00,925745
2017-01-09 14:15:00,931820
2017-01-09 14:30:00,852052
2017-01-09 14:45:00,916922
2017-01-09 15:00:00,949654
2017-01-09 15:15:00,873027
2017-01-09 15:30:00,939982
2017-01-09 15:45:00,918500
2017-01-09 16:00:00,887622
2017-01-09 16:15:00,923697
2017-01-09 16:30:00,907230
2017-01-09 16:45:00,908731
2017-01-09 17:00:00,894871
2017-01-09 17:15:00,936388
2017-01-09 17:30:00,921404
2017-01-09 17:45:00,867868
2017-01-09 18:00:00,898675
2017-01-09 18:15:00,930622
2017-01-09 18:30:00,898361
2017-01-09 18:45:00,876934
2017-01-09 19:00:00,943576
2017-01-09 19:15:00,904264
2017-01-09 19:30:00,927984
2017-01-09 19:45:00,860013
2017-01-09 20:00:00,908423
2017-01-09 20:15:00,919219
2017-01-09 20:30:00,851107
2017-01-09 20:45:00,881932
2017-01-09 21:00:00,872746
2017-01-09 21:15:00,930540
2017-01-09 21:30:00,854496
2017-01-09 21:45:00,861380
2017-01-09 22:00:00,907942
2017-01-09 22:15:00,910863
2017-01-09 22:30:00,856397
2017-01-09 22:45:00,907110
2017-01-09 23:00:00,922567
2017-01-09 23:15:00,901119
2017-01-09 23:30:00,873082
2017-01-09 23:45:00,887142
2017-01-10 00:00:00,880907
2017-01-10 00:15:00,942690
2017-01-10 00:30:00,924554
2017-01-10 00:45:00,895169
2017-01-10 01:00:00,897406
2017-01-10 01:15:00,882872
2017-01-10 01:30:00,891585
2017-01-10 01:45:00,944837
2017-01-10 02:00:00,866177
2017-01-10 02:15:00,897756
